"","game_dates","white_player","white_elo","black_player","black_elo","time_control","opening_code","opening","notations","final_position","match_result","game_link"
"2032","2023.08.10","TigerDalanDan"," 1005","BrownInTown94"," 1060","60+1","ECO D02","Queens-Pawn-Opening-Pseudo-Catalan-Variation","1. d4  d5 2. Nf3  Nf6 3. g3  Nc6 4. Bg2  Bg4 5. Bf4  e6 6. Nbd2  Bd6 7. c3  Bxf4 8. gxf4  Qd6 9. Qc2  Qxf4 10. O-O-O  O-O-O 11. h3  Bf5 12. Qb3  Ne4 13. Kb1  Nxf2+ 14. e4  Bxe4+ 15. Nxe4  Nxe4 16. Rhf1  Qd6 17. Rde1  f5 18. Ng5  Qe7 19. Bxe4  fxe4 20. Nf7  Rdf8 21. Nxh8  Rxf1 22. Rxf1  g6 23. Nf7  e3 24. Ne5  Nxe5 25. dxe5  Qg5 26. Qc2  Qxe5 27. Qe2  h5 28. Rf8+  Kd7 29. Qf3  e2 30. Qf7+  Kd6 31. Rd8+  Kc6 32. Qe8+  Kb6 33. Kc2  e1=Q 34. Kb3  Qd1+ 35. Kb4  Qe4+ 36. c4  Qxc4+ 37. Ka3  Qca4+ 0-1","3RQ3/ppp5/1k2p1p1/3p3p/q7/K6P/PP6/3q4 w - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/85415606657"
"2033","2023.08.10","PhilGary"," 1142","BrownInTown94"," 1169","180+2","ECO C55","Italian-Game-Anti-Fried-Liver-Defense","1. e4  e5 2. Nf3  Nc6 3. Bc4  h6 4. d4  exd4 5. Nxd4  Bc5 6. Nxc6  bxc6 7. Be3  Bb6 8. O-O  Ne7 9. Qf3  O-O 10. Qg3  Ng6 11. Nc3  Re8 12. Rad1  d6 13. f4  Bxe3+ 14. Qxe3  Bg4 15. Rd2  Qf6 16. Rdf2  Rab8 17. h3  Bd7 18. f5  Ne5 19. Bb3  a5 20. a4  Rb4 21. g4  Reb8 22. Rg2  Nc4 23. Bxc4  Rxc4 24. g5  hxg5 25. Rxg5  Re8 26. Rf4  Bxf5 27. Rfxf5  Qd8 28. Qf3  Re7 29. Qh5  g6 30. Rxg6+  fxg6 31. Qxg6+  Rg7 32. Qxg7+  Kxg7 33. Rf3  Qg5+ 34. Kf2  d5 35. Rg3  Qxg3+ 36. Kxg3  dxe4 37. Nxe4  Rxe4 38. Kf3  Rxa4 39. b3  Rb4 40. Ke3  a4 41. bxa4  Rxa4 42. Kd3  Rh4 0-1","8/2p3k1/2p5/8/7r/3K3P/2P5/8 w - -","Termination BrownInTown94 won by resignation","https://www.chess.com/game/live/85434628149"
"2034","2023.08.10","ysatsangi"," 1128","BrownInTown94"," 1181","180+2","ECO C62","Ruy-Lopez-Opening-Old-Steinitz-Defense-4.c3","1. e4  e5 2. Nf3  Nc6 3. Bb5  d6 4. c3  a6 5. Ba4  b5 6. Bc2  Bg4 7. d3  Qf6 8. Nbd2  Be7 9. O-O  Nh6 10. a4  O-O 11. Re1  Qg6 12. h3  Bxh3 13. Nh4  Bxh4 0-1","r4rk1/2p2ppp/p1np2qn/1p2p3/P3P2b/2PP3b/1PBN1PP1/R1BQR1K1 w - -","Termination BrownInTown94 won by resignation","https://www.chess.com/game/live/85435225421"
"2035","2023.08.11","Teesang85"," 1180","BrownInTown94"," 1168","180+2","ECO D00","Queens-Pawn-Opening-Accelerated-London-System-2...Nf6-3.e3-Bf5","1. d4  d5 2. Bf4  Nf6 3. e3  Bf5 4. Be2  e6 5. h4  c5 6. g4  Be4 7. f3  Bxf3 8. Bxf3  cxd4 9. Qxd4  Nc6 10. Qa4  Bd6 11. Nc3  Bxf4 12. exf4  O-O 13. O-O-O  Qd6 14. g5  Qxf4+ 15. Kb1  Qxf3 16. Nxf3 1-0","r4rk1/pp3ppp/2n1pn2/3p2P1/Q6P/2N2N2/PPP5/1K1R3R b - -","Termination Teesang85 won by resignation","https://www.chess.com/game/live/85528210981"
"2036","2023.08.14","Abdiasaini"," 1049","BrownInTown94"," 1041","60+1","ECO D35","Queens-Gambit-Declined-Exchange-Variation-4...Nxd5-5.e4-Nxc3-6.bxc3","1. d4  d5 2. c4  e6 3. Nc3  Nf6 4. cxd5  Nxd5 5. e4  Nxc3 6. bxc3  Nc6 7. g3  Be7 8. Bg2  O-O 9. Ne2  b6 10. Qc2  Bb7 11. e5  Na5 12. O-O  Bxg2 13. Kxg2  Nc4 14. a4  a5 15. Nf4  Qd7 16. Qe4  f6 17. exf6  Bxf6 18. Qxe6+  Qxe6 19. Nxe6  Rfe8 20. Nxc7  Rac8 21. Nd5  Re6 22. Nxf6+  Rxf6 23. Re1  Rcf8 24. Re2  R8f7 25. Be3  h6 26. Rf1 1-0","6k1/5rp1/1p3r1p/p7/P1nP4/2P1B1P1/4RPKP/5R2 b - -","Termination Abdiasaini won on time","https://www.chess.com/game/live/85761058167"
"2037","2023.08.14","abhishek94kulkarni"," 1036","BrownInTown94"," 1027","60+1","ECO C50","Italian-Game-3...d6","1. e4  e5 2. Nf3  Nc6 3. Bc4  d6 4. Nc3  Nf6 5. h3  g6 6. O-O  Bg7 7. d4  O-O 8. d5  Ne7 9. Bg5  c6 10. Qd2  cxd5 11. Nxd5  Nexd5 12. Bxd5  Qb6 13. b3  Nxd5 14. exd5  e4 15. Ne1  Bxa1 16. c3  Qc5 17. Nd3  Qxc3 18. Qe3  exd3 19. Bh6  Qe5 20. Qxd3  Bf5 21. Qf3  Rac8 22. g4  Be4 23. Qe3 1-0","2r2rk1/pp3p1p/3p2pB/3Pq3/4b1P1/1P2Q2P/P4P2/b4RK1 b - -","Termination abhishek94kulkarni won on time","https://www.chess.com/game/live/85774858071"
"2038","2023.08.14","lukkyrunjic"," 1036","BrownInTown94"," 1019","60+1","ECO C46","Three-Knights-Opening-3...Bb4","1. e4  e5 2. Nf3  Nc6 3. Nc3  Bb4 4. d4  exd4 5. Nxd4  Nge7 6. Bc4  O-O 7. O-O  Ne5 8. Bb3  b6 9. f4  N5c6 10. Nxc6  Nxc6 11. Nd5  Bc5+ 12. Kh1  Bb7 13. Qf3  Nd4 14. Qh3  Nxb3 15. axb3  Bxd5 16. exd5  Qf6 17. Bd2  Qxb2 18. Bc3  Qxc2 19. Rac1  Qg6 20. Rf3  Qh6 21. Qg3  Qg6 22. Qh3  Rae8 23. Rg3 1-0","4rrk1/p1pp1ppp/1p4q1/2bP4/5P2/1PB3RQ/6PP/2R4K b - -","Termination lukkyrunjic won on time","https://www.chess.com/game/live/85779003895"
"2039","2023.08.14","CaseyHall05"," 1036","BrownInTown94"," 1028","60+1","ECO D20","Queens-Gambit-Accepted-3.Nc3-Nf6","1. d4  d5 2. c4  Nf6 3. Nc3  dxc4 4. Nf3  Nc6 5. Bg5  e6 6. e4  Be7 7. Bxf6  Bxf6 8. Bxc4  Nxd4 9. Nxd4  Bxd4 10. O-O  O-O 11. Qg4  Bxc3 12. bxc3  Qf6 13. Bd3  e5 14. f4  Bxg4 15. fxe5  Qxe5 0-1","r4rk1/ppp2ppp/8/4q3/4P1b1/2PB4/P5PP/R4RK1 w - -","Termination BrownInTown94 won by resignation","https://www.chess.com/game/live/85786753241"
"2040","2023.08.14","skilly75"," 1098","BrownInTown94"," 1029","60+1","ECO D30","Queens-Gambit-Declined-Traditional-Variation","1. d4  d5 2. Nf3  Nf6 3. Bg5  e6 4. c4  Be7 5. Nc3  O-O 6. e3  Ne4 7. Bxe7  Qxe7 8. Nxe4  dxe4 9. Nd2  f5 10. c5  e5 11. Bc4+  Be6 12. Qc2  exd4 13. exd4  Nc6 14. O-O-O  Nxd4 15. Qb3  Nxb3+ 16. Bxb3  Bxb3 17. Nxb3  Rad8 18. Rde1  Qg5+ 19. Kb1  Qxg2 20. Rhg1  Qxf2 21. h4  g6 22. h5  Rf6 23. Ref1  Qe2 24. hxg6  hxg6 25. a3  b6 26. cxb6  cxb6 27. Nc1  Qb5 28. b4  Rd2 29. Nb3  Re2 30. Rd1  Qe5 31. Rd8+  Kg7 32. Rd7+  Rf7 33. Rdd1  Qb2# 0-1","8/p4rk1/1p4p1/5p2/1P2p3/PN6/1q2r3/1K1R2R1 w - -","Termination BrownInTown94 won by checkmate","https://www.chess.com/game/live/85786878399"
"2041","2023.08.15","ffiresss"," 1066","BrownInTown94"," 1047","60+1","ECO D00","Queens-Pawn-Opening-Accelerated-London-System-2...Nf6-3.Nf3","1. d4  d5 2. Bf4  Nf6 3. Nf3  Bg4 4. Nbd2  e6 5. h3  Bh5 6. e3  Bd6 7. g4  Nxg4 8. hxg4  Bxg4 9. Bxd6  Qxd6 10. Bh3  Bxh3 11. Rxh3  Nc6 12. c3  O-O-O 13. b4  f5 14. Ng5  Rdf8 15. b5  Na5 16. Qa4  b6 17. c4  Kb7 18. cxd5  Qxd5 19. Nb3  h6 20. Nxa5+  bxa5 21. Nf3  g5 22. Ne5  g4 23. Rh1  Rf6 0-1","7r/pkp5/4pr1p/pP1qNp2/Q2P2p1/4P3/P4P2/R3K2R w Q -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/85859395229"
"2042","2023.08.15","nicatmamadzada"," 1021","BrownInTown94"," 1048","60+1","ECO D02","Queens-Pawn-Opening-Zukertort-Chigorin-Variation","1. d4  d5 2. Nf3  Nc6 3. Nc3  Bg4 4. e3  e6 5. Be2  Bd6 6. h3  Bh5 7. g4  Bg6 8. Bd2  Nf6 9. Nh4  Ne4 10. Nxg6  hxg6 11. Nxe4  dxe4 12. Bc3  Qe7 13. Qd2  Bb4 14. Bxb4  Nxb4 15. c3  Nc6 16. O-O-O  O-O-O 17. Kb1  f5 18. gxf5  exf5 19. Rdg1  Qf7 20. Rg2  Rh4 21. Rhg1  Rd6 22. Rh2  Ne7 23. Qc2  Ra6 24. Qb3  Qxb3 25. axb3  Rb6 26. Bc4  a5 27. Rg3  Rd6 28. Rhg2  c5 29. Kc2  cxd4 30. cxd4  Rc6 31. Kd2 1-0","2k5/1p2n1p1/2r3p1/p4p2/2BPp2r/1P2P1RP/1P1K1PR1/8 b - -","Termination nicatmamadzada won on time","https://www.chess.com/game/live/85866053237"
"2043","2023.08.15","DrRoadHeader"," 968","BrownInTown94"," 1046","60+1","ECO C45","Scotch-Game-3...exd4-4.Nxd4-Nxd4-5.Qxd4","1. e4  e5 2. Nf3  Nc6 3. d4  exd4 4. Nxd4  Nxd4 5. Qxd4  b6 6. Bd3  Bc5 7. Qxg7  Qf6 8. Qxf6  Nxf6 9. O-O  d6 10. Nc3  Bb7 11. Bg5  Nd7 12. Rad1  f6 13. Bh4  O-O-O 14. Bb5  Ne5 15. Bxf6  Rdf8 16. Bxh8  Rxh8 17. Nd5  c6 18. Ne7+  Kc7 19. Bd3  Re8 20. Nf5  Rg8 21. Kh1  Bc8 22. f4  Ng4 23. h3  Ne3 24. Ne7  Nxf1 25. Nxg8  Ne3 26. Re1  Be6 27. b4  Bd4 28. c3  Bxc3 29. Rxe3  Bxg8 30. e5  d5 0-1","6b1/p1k4p/1pp5/3pP3/1P3P2/2bBR2P/P5P1/7K w - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/85876876781"
"2044","2023.08.15","taydiggzz"," 1071","BrownInTown94"," 1038","60+1","ECO D00","Queens-Pawn-Opening-Accelerated-London-System-2...Nf6-3.e3","1. d4  d5 2. Bf4  Nf6 3. e3  e6 4. Nf3  c5 5. c3  cxd4 6. exd4  Bd6 7. Bg3  O-O 8. Bd3  Ne4 9. Nbd2  Nxg3 10. hxg3  Nc6 11. Bxh7+  Kh8 12. Bd3+  Kg8 13. Bh7+  Kh8 14. Bd3+  Kg8 15. Qe2  g6 16. O-O-O  f5 17. Nh4  Kg7 18. g4  Qf6 19. gxf5  exf5 20. g4  Ne7 21. Rdg1 1-0","r1b2r2/pp2n1k1/3b1qp1/3p1p2/3P2PN/2PB4/PP1NQP2/2K3RR b - -","Termination taydiggzz won on time","https://www.chess.com/game/live/85882171611"
"2045","2023.08.16","bnntbrwr"," 1104","BrownInTown94"," 1031","60+1","ECO C44","Ponziani-Opening-Jaenisch-Counterattack","1. e4  e5 2. Nf3  Nc6 3. c3  Nf6 4. Bd3  d6 5. O-O  Bg4 6. Bc2  Be7 7. h3  Bh5 8. d4  exd4 9. cxd4  Nxd4 10. Qxd4  Bxf3 11. gxf3  Qd7 12. Kh2  O-O-O 13. Ba4  c5 14. Bxd7+  Rxd7 15. Qd2  Nh5 16. Rg1  g5 17. Qa5  Kb8 18. Bxg5  Bxg5 19. Rxg5  Nf4 20. Kg3  h6 21. Kxf4  hxg5+ 22. Kxg5  f6+ 23. Kf5  Rh4 24. Nc3  Rdh7 25. Qd8# 1-0","1k1Q4/pp5r/3p1p2/2p2K2/4P2r/2N2P1P/PP3P2/R7 b - -","Termination bnntbrwr won by checkmate","https://www.chess.com/game/live/85936313905"
"2046","2023.08.18","moebusrainer"," 964","BrownInTown94"," 1041","60+1","ECO D02","Queens-Pawn-Opening-Zukertort-Chigorin-Variation-3.g3","1. d4  d5 2. Nf3  Nc6 3. g3  Bg4 4. Bg2  e6 5. O-O  Bd6 6. Bg5  f6 7. Bd2  Qe7 8. Na3  O-O-O 9. c4  h5 10. c5  Bxg3 11. fxg3  h4 12. Nxh4  g5 13. Nf3  Qh7 14. Kf2  e5 15. dxe5  fxe5 16. Bxg5  e4 17. Bxd8  exf3 18. exf3  Nxd8 19. b4  Qf7 20. h3  Bxh3 21. Bxh3+  Rxh3 22. b5  Nf6 23. b6  Ne4+ 24. Ke1  Nxg3 25. bxa7  Qe6+ 26. Kd2  Rh2+ 27. Kc1  Qe3+ 28. Kb1  Kd7 29. a8=Q  Qxc5 30. Qaa4+  c6 31. Qad4  Qb5+ 32. Qb2  Qxb2# 0-1","3n4/1p1k4/2p5/3p4/8/N4Pn1/Pq5r/RK1Q1R2 w - -","Termination BrownInTown94 won by checkmate","https://www.chess.com/game/live/86112680217"
"2047","2023.08.18","aaskop"," 949","BrownInTown94"," 1038","60+1","ECO C50","Italian-Game-3...d6","1. e4  e5 2. Nf3  Nc6 3. Bc4  d6 4. d3  h6 5. Nc3  Nf6 6. Be3  Bg4 7. h3  Bh5 8. Qe2  Be7 9. O-O-O  Na5 10. g4  Nxg4 11. hxg4  Bxg4 12. Rdg1  h5 13. Rxg4  Qd7 14. Rgg1  O-O-O 15. Ng5  Bxg5 16. Bxg5  f6 17. Bh4  g5 18. Bxg5  fxg5 19. Rxh5  Nxc4 20. Rxh8  Rxh8 21. dxc4  Rg8 22. Qg4  Qxg4 23. Rxg4  c6 24. Ne2 1-0","2k3r1/pp6/2pp4/4p1p1/2P1P1R1/8/PPP1NP2/2K5 b - -","Termination aaskop won on time","https://www.chess.com/game/live/86122847345"
"2048","2023.08.19","MRHEPH"," 854","BrownInTown94"," 1152","600+5","ECO C46","Three-Knights-Opening-3...d6","1. e4  e5 2. Nf3  Nc6 3. Nc3  d6 4. Bb5  Bd7 5. O-O  Nf6 6. Bc4  Be7 7. b3  O-O 8. Bb2  Bg4 9. Qe1  Nd4 10. Ng5  h6 11. Nxf7  Rxf7 12. Bxf7+  Kxf7 13. Qe3  Nxc2 14. Qg3  Nxa1 15. Bxa1  Qd7 16. d4  Bh5 17. dxe5  dxe5 18. Rd1  Qc6 19. Rc1  Nxe4 20. Qxe5  Nxc3 21. Qxh5+  g6 22. Rxc3  Qf6 23. Qxh6  Rh8 24. Qe3  Bd6 25. Rxc7+  Bxc7 26. Bxf6  Bxh2+ 27. Kf1  Kxf6 28. Qxa7  Be5 29. Qxb7  Rh1+ 30. Ke2  Rc1 31. Qf3+  Ke6 32. Qe3  Rc2+ 33. Kf3  Rxa2 34. b4  Kf6 35. b5  Bd6 36. Qb6  Ra3+ 37. Ke2  Ra2+ 38. Kf1  Rc2 39. Qxd6+  Kg5 40. g3  Rc1+ 41. Ke2  Kg4 42. Qf4+  Kh3 43. Qxc1  g5 44. Qxg5  Kg2 45. f3  Kg1 46. f4  Kg2 47. f5  Kh2 48. f6  Kg2 49. f7  Kg1 50. f8=R  Kg2 51. g4  Kg1 52. Qf5  Kg2 53. g5  Kh2 54. Kf2  Kh1 55. Qh3# 1-0","5R2/8/8/1P4P1/8/7Q/5K2/7k b - -","Termination MRHEPH won by checkmate","https://www.chess.com/game/live/86149762153"
"2049","2023.08.20","frankfrank1"," 1090","BrownInTown94"," 1031","60+1","ECO C44","Ponziani-Opening-Jaenisch-Counterattack-4.d4-exd4-5.e5","1. e4  e5 2. Nf3  Nc6 3. c3  Nf6 4. d4  exd4 5. e5  Ng4 6. cxd4  Bb4+ 7. Nc3  O-O 8. d5  Bxc3+ 9. bxc3  Ncxe5 10. Nxe5  Re8 11. Be2  Nxe5 12. O-O  d6 13. f4  Ng6 14. Ba3  Bf5 15. Bg4  Qf6 16. Bxf5  Qxf5 17. c4  Re4 18. g3  Rxc4 19. Qb3  Qe4 20. Rae1  Qd4+ 21. Kh1  b6 22. Rd1  Qe4+ 23. Kg1  Re8 24. Qf3  Qxf3 25. Rxf3  Rc2 26. Rf2  Ree2 27. Rxe2  Rxe2 28. Ra1 1-0","6k1/p1p2ppp/1p1p2n1/3P4/5P2/B5P1/P3r2P/R5K1 b - -","Termination frankfrank1 won on time","https://www.chess.com/game/live/86296809565"
"2050","2023.08.21","chrisrwyatt"," 985","BrownInTown94"," 1014","60+1","ECO C25","Vienna-Game-Max-Lange-Vienna-Gambit","1. e4  e5 2. Nc3  Nc6 3. f4  f5 4. fxe5  Nxe5 5. Nf3  d6 6. Nxe5  dxe5 7. exf5  Bxf5 8. Bc4  Qh4+ 9. Kf1  Qxc4+ 10. d3  Qc6 11. Be3  O-O-O 12. Qh5  g6 13. Qf3  e4 14. dxe4  Be6 15. Kf2  Bd6 16. Rhd1  Rf8 17. g3  Rxf3+ 18. Kxf3  Bb4 19. Bg5  Bxc3 20. Rd8# 1-0","2kR2nr/ppp4p/2q1b1p1/6B1/4P3/2b2KP1/PPP4P/R7 b - -","Termination chrisrwyatt won by checkmate","https://www.chess.com/game/live/86365775743"
"2051","2023.08.21","RooksGambit69"," 1116","BrownInTown94"," 1008","60+1","ECO C25","Vienna-Game-Max-Lange-Defense-3.Bc4","1. e4  e5 2. Nc3  Nc6 3. Bc4  d6 4. f4  exf4 5. Nf3  Bg4 6. O-O  Qf6 7. Nd5  Qd8 8. c3  Qd7 9. d4  Nf6 10. Bxf4  Nxd5 11. exd5  Ne7 12. a4  O-O-O 13. Bb5  c6 14. dxc6  bxc6 15. Be2  Nf5 16. Qd3  Kb8 17. b4  Be7 18. b5  g5 19. bxc6  Qc7 20. Rab1+  Ka8 21. Bxg5  Bxg5 22. Nxg5 1-0","k2r3r/p1q2p1p/2Pp4/5nN1/P2P2b1/2PQ4/4B1PP/1R3RK1 b - -","Termination RooksGambit69 won on time","https://www.chess.com/game/live/86376557159"
"2052","2023.08.21","juanitobanana9"," 1086","BrownInTown94"," 1016","60+1","ECO C62","Ruy-Lopez-Opening-Old-Steinitz-Defense-4.c3","1. e4  e5 2. Nf3  Nc6 3. Bb5  d6 4. c3  Bd7 5. O-O  Nf6 6. Re1  Be7 7. h3  O-O 8. d3  a6 9. Ba4  b5 10. Bc2  Be6 11. d4  exd4 12. cxd4  d5 13. e5  Nd7 14. a3  f6 15. Qd3  fxe5 16. Qxh7+  Kf7 17. Bg6+  Kf6 18. Bg5# 1-0","r2q1r2/2pnb1pQ/p1n1bkB1/1p1pp1B1/3P4/P4N1P/1P3PP1/RN2R1K1 b - -","Termination juanitobanana9 won by checkmate","https://www.chess.com/game/live/86378367961"
"2053","2023.08.21","CharlieRoot"," 1091","BrownInTown94"," 997","60+1","ECO A22","English-Opening-Two-Knights-Variation-3.e4","1. c4  e5 2. Nc3  Nf6 3. e4  Bb4 4. d3  Nc6 5. Ne2  Nd4 6. Bd2  Bxc3 7. bxc3  Nxe2 8. Bxe2  O-O 9. f4  exf4 10. Bxf4  d6 11. O-O  b6 12. h4  Bb7 13. Bg5  h6 14. Bxf6  gxf6 15. Bh5  Kh7 16. Qg4  Rg8 17. Qf5+  Kh8 18. Qxf6+  Qxf6 19. Rxf6  Rg3 20. Rxf7  Rag8 21. Bf3  c6 22. Rxb7  d5 23. Rf7  dxe4 24. dxe4  c5 25. Rd1  R8g7 26. Rd8+  Kh7 27. Rdd7  Rxf7 28. Rxf7+  Kg6 29. Rf5 1-0","8/p7/1p4kp/2p2R2/2P1P2P/2P2Br1/P5P1/6K1 b - -","Termination CharlieRoot won on time","https://www.chess.com/game/live/86395184269"
"2054","2023.08.21","Cherry_Kousei"," 999","BrownInTown94"," 1005","60+1","ECO C20","Bishops-Opening-Boi-Variation","1. e4  e5 2. Bc4  Bc5 3. Qf3  Nf6 4. d3  O-O 5. Be3  Bxe3 6. Qxe3  Nc6 7. Nf3  d6 8. Nc3  Bg4 9. h3  Bh5 10. g4  Bg6 11. O-O-O  Nd4 12. Nxd4  exd4 13. Qxd4  c5 14. Qe3  Qa5 15. f4  b5 16. Bb3  b4 17. f5  bxc3 18. fxg6  cxb2+ 19. Kxb2  hxg6 20. g5  Nh5 21. Qf3  Rab8 22. Ka1  Qc3+ 23. Kb1  a5 24. Kc1  Rb4 25. Qe2  a4 26. Bc4  Rfb8 27. Bb3  axb3 28. axb3  Ra8 29. Qd2  Ra1# 0-1","6k1/5pp1/3p2p1/2p3Pn/1r2P3/1PqP3P/2PQ4/r1KR3R w - -","Termination BrownInTown94 won by checkmate","https://www.chess.com/game/live/86396294697"
"2055","2023.08.21","00Jay"," 1042","BrownInTown94"," 1023","60+1","ECO D00","Queens-Pawn-Opening-Blackmar-Diemer-Ryder-Gambit","1. d4  d5 2. e4  dxe4 3. Nc3  Nf6 4. f3  exf3 5. Qxf3  e6 6. Be3  Bd6 7. O-O-O  O-O 8. h4  Qe7 9. h5  c5 10. d5  Nxd5 11. Nxd5  exd5 12. Rxd5  Bg4 13. Qf2  Re8 14. Rh4  f5 15. h6  g6 16. Bc4  Kf8 17. Rxg4  Qxe3+ 18. Qd2  Qxd2+ 19. Kxd2  fxg4 20. Rxd6  Nc6 21. Rf6+  Ke7 22. Re6+  Kd7 23. Rxe8  Rxe8 24. Ne2  Rd8 25. Nc3  Kc7+ 26. Kc1  Nd4 27. b3  b6 28. Nb1  Re8 29. c3  Ne2+ 30. Kb2  Ng3 31. Na3  Re3 32. Nb5+  Kb7 33. Nd6+  Kc7 34. Nb5+  Kd7 0-1","8/p2k3p/1p4pP/1Np5/2B3p1/1PP1r1n1/PK4P1/8 w - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/86396980373"
"2056","2023.08.21","chessmate74"," 975","BrownInTown94"," 1014","60+1","ECO C50","Italian-Game-3...d6","1. e4  e5 2. Nf3  Nc6 3. Bc4  d6 4. Nc3  Nf6 5. O-O  Be7 6. d3  Bg4 7. Nd5  Nxd5 8. Bxd5  Nd4 9. Be3  Nxf3+ 10. gxf3 1-0","r2qk2r/ppp1bppp/3p4/3Bp3/4P1b1/3PBP2/PPP2P1P/R2Q1RK1 b kq -","Termination chessmate74 won - game abandoned","https://www.chess.com/game/live/86397491459"
"2057","2023.08.22","MRHEPH"," 864","BrownInTown94"," 1082","600+5","ECO C47","Four-Knights-Game-Italian-Variation","1. e4  e5 2. Nf3  Nc6 3. Nc3  Nf6 4. Bc4  h6 5. O-O  b6 6. b4  Nxb4 7. Nxe5  d5 8. exd5  Nbxd5 9. Qf3  Bb7 10. Qe2  Bd6 11. Nc6+  Kd7 12. Nxd8  Raxd8 13. Bb5+  c6 14. Bc4  Rde8 15. Qd3  Nf4 16. Qf5+  Ne6 17. Re1  Bc8 18. d3  Kc7 19. Bxe6  Bxe6 20. Qf3  Bd5 21. Nxd5+  cxd5 22. Rxe8  Rxe8 23. Bd2  Kc6 24. Re1  Rc8 25. Bf4  Bb4 26. Re7  Bxe7 27. c4  Re8 28. cxd5+  Nxd5 29. d4  Bg5 30. g3  Bf6 31. Qg4  Bxd4 32. Be3  Nxe3 33. Qxd4  Nf5 34. Qc4+  Kb7 35. Qxf7+  Re7 36. Qxf5  Ka6 37. Qf8  Re1+ 38. Kg2  Re2 39. Qxg7  Rxa2 40. Qxh6  Ka5 41. g4  b5 42. Qg5  Ka4 43. Qc1  Kb3 44. g5  Re2 45. g6  Re8 46. g7  Rg8 47. Qh6  a5 48. Qh7  a4 49. Qxg8+  Ka3 50. Qd5  b4 51. g8=Q  b3 52. Qf8+  Ka2 53. Qb4  a3 54. Qdxb3+  Ka1 55. Q3xa3# 1-0","8/8/8/8/1Q6/Q7/5PKP/k7 b - -","Termination MRHEPH won by checkmate","https://www.chess.com/game/live/86417932221"
"2058","2023.08.22","Lalali_Lali"," 1090","BrownInTown94"," 1129","600+5","ECO D02","Queens-Pawn-Opening-Zukertort-Variation","1. Nf3  d5 2. d4  Nf6 3. Bf4  Bg4 4. e3  e6 5. h3  Bh5 6. g4  Bg6 7. g5  Ne4 8. h4  Bh5 9. Ne5  Bxd1 0-1","rn1qkb1r/ppp2ppp/4p3/3pN1P1/3PnB1P/4P3/PPP2P2/RN1bKB1R w KQkq -","Termination BrownInTown94 won by resignation","https://www.chess.com/game/live/86419141145"
"2059","2023.08.22","DarthHelmet22"," 936","BrownInTown94"," 1011","60+1","ECO C62","Ruy-Lopez-Opening-Old-Steinitz-Defense","1. e4  e5 2. Nf3  Nc6 3. Bb5  d6 4. Nc3  Bd7 5. d4  exd4 6. Nxd4  Nxd4 7. Qxd4  Nf6 8. Bg5  Be7 9. O-O-O  O-O 10. Bxd7  Qxd7 11. e5  c5 12. Qd3  Rad8 13. exf6  Bxf6 14. Bxf6  gxf6 15. Qg3+  Kh8 16. Nd5  Rg8 17. Qd3  Qe6 18. Rhe1  Qd7 19. Nxf6  Qc6 20. Nxg8  Rxg8 21. Qxd6  Qxg2 22. Qf6+  Rg7 23. Rd8# 1-0","3R3k/pp3prp/5Q2/2p5/8/8/PPP2PqP/2K1R3 b - -","Termination DarthHelmet22 won by checkmate","https://www.chess.com/game/live/86479218493"
"2060","2023.08.23","MRHEPH"," 826","BrownInTown94"," 1159","300","ECO C46","Three-Knights-Opening-3...d6","1. e4  e5 2. Nf3  Nc6 3. Nc3  d6 4. Bb5  Bd7 5. O-O  a6 6. Ba4  Qe7 7. b4  Nxb4 8. Ba3  a5 9. Nb5  c6 10. Nc7+  Kd8 11. Nxa8  f5 12. exf5  Bxf5 13. Bxb4  axb4 14. Nb6  g5 15. c3  h5 16. cxb4  g4 17. Nh4  Qxh4 18. b5  g3 19. fxg3  Qd4+ 20. Kh1  Qe4 21. Qxh5  Rxh5 1/2-1/2","3k1bn1/1p6/1Npp4/1P2pb1r/B3q3/6P1/P2P2PP/R4R1K w - -","Termination Game drawn by agreement","https://www.chess.com/game/live/86490503185"
"2061","2023.08.23","Lehcim_rc"," 972","BrownInTown94"," 1002","60+1","ECO D00","Queens-Pawn-Opening-Accelerated-London-System-2...Nf6-3.e3","1. d4  d5 2. Bf4  Nf6 3. e3  Nc6 4. Nd2  e6 5. c3  Ne7 6. Ngf3  Ng6 7. Be5  Bd6 8. Bg3  O-O 9. Bd3  h5 10. Bxd6  Qxd6 11. Ne5  c5 12. Ndf3  cxd4 13. exd4  Ne4 14. Nxg6  fxg6 15. Bxe4  dxe4 16. Ne5  e3 17. O-O  Qa6 18. fxe3  Rxf1+ 19. Qxf1  Qxf1+ 20. Rxf1  b5 21. Nxg6  Bb7 22. Ne7+  Kh7 23. e4  Bxe4 24. Re1  Bd5 25. Nxd5  exd5 26. Re5  Rd8 27. Rxh5+  Kg6 28. Re5  Kf6 29. Re3 1-0","3r4/p5p1/5k2/1p1p4/3P4/2P1R3/PP4PP/6K1 b - -","Termination Lehcim_rc won on time","https://www.chess.com/game/live/86551800869"
